2020-10-09 14:55:22,706 p=12382 u=student n=ansible | fatal: [master-02]: FAILED! => {"changed": true, "cmd": ["kubeadm", "init", "--pod-network-cidr=192.168.0.0/16", "--cri-socket", "unix:///run/containerd/containerd.sock", "--ignore-preflight-errors=NumCPU", "--apiserver-cert-extra-sans", "bchd"], "delta": "0:00:01.014826", "end": "2020-10-09 14:55:22.601820", "msg": "non-zero return code", "rc": 1, "start": "2020-10-09 14:55:21.586994", "stderr": "I1009 14:55:22.117276    8870 version.go:252] remote version is much newer: v1.19.2; falling back to: stable-1.18\nW1009 14:55:22.258503    8870 configset.go:202] WARNING: kubeadm cannot validate component configs for API groups [kubelet.config.k8s.io kubeproxy.config.k8s.io]\nerror execution phase preflight: [preflight] Some fatal errors occurred:\n\t[ERROR Port-6443]: Port 6443 is in use\n\t[ERROR Port-10259]: Port 10259 is in use\n\t[ERROR Port-10257]: Port 10257 is in use\n\t[ERROR Port-2379]: Port 2379 is in use\n\t[ERROR Port-2380]: Port 2380 is in use\n\t[ERROR DirAvailable--var-lib-etcd]: /var/lib/etcd is not empty\n[preflight] If you know what you are doing, you can make a check non-fatal with `--ignore-preflight-errors=...`\nTo see the stack trace of this error execute with --v=5 or higher", "stderr_lines": ["I1009 14:55:22.117276    8870 version.go:252] remote version is much newer: v1.19.2; falling back to: stable-1.18", "W1009 14:55:22.258503    8870 configset.go:202] WARNING: kubeadm cannot validate component configs for API groups [kubelet.config.k8s.io kubeproxy.config.k8s.io]", "error execution phase preflight: [preflight] Some fatal errors occurred:", "\t[ERROR Port-6443]: Port 6443 is in use", "\t[ERROR Port-10259]: Port 10259 is in use", "\t[ERROR Port-10257]: Port 10257 is in use", "\t[ERROR Port-2379]: Port 2379 is in use", "\t[ERROR Port-2380]: Port 2380 is in use", "\t[ERROR DirAvailable--var-lib-etcd]: /var/lib/etcd is not empty", "[preflight] If you know what you are doing, you can make a check non-fatal with `--ignore-preflight-errors=...`", "To see the stack trace of this error execute with --v=5 or higher"], "stdout": "[init] Using Kubernetes version: v1.18.9\n[preflight] Running pre-flight checks", "stdout_lines": ["[init] Using Kubernetes version: v1.18.9", "[preflight] Running pre-flight checks"]}
2020-10-09 14:55:22,706 p=12382 u=student n=ansible | ...ignoring
2020-10-09 14:55:23,496 p=12382 u=student n=ansible |  ___________________________________________
< TASK [kubeadm1.18 : setup kubectl config] >
 -------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:55:23,498 p=12382 u=student n=ansible | [WARNING]: Consider using the file module with state=directory rather than running
'mkdir'.  If you need to use command because file is insufficient you can add 'warn:
false' to this command task or set 'command_warnings=False' in ansible.cfg to get rid of
this message.

2020-10-09 14:55:23,498 p=12382 u=student n=ansible | changed: [master-02]
2020-10-09 14:55:24,278 p=12382 u=student n=ansible |  ___________________________________________
< TASK [kubeadm1.18 : setup kubectl config] >
 -------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:55:24,280 p=12382 u=student n=ansible | fatal: [master-02]: FAILED! => {"changed": true, "cmd": ["sudo", "cp", "/etc/kubernetes/admin.conf", "/home/student/.kube/config"], "delta": "0:00:00.018012", "end": "2020-10-09 14:55:24.171134", "msg": "non-zero return code", "rc": 1, "start": "2020-10-09 14:55:24.153122", "stderr": "cp: cannot stat '/etc/kubernetes/admin.conf': No such file or directory", "stderr_lines": ["cp: cannot stat '/etc/kubernetes/admin.conf': No such file or directory"], "stdout": "", "stdout_lines": []}
2020-10-09 14:55:27,085 p=12382 u=student n=ansible |  _______________________________
< TASK [kubeadm1.19 : template] >
 -------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:55:27,087 p=12382 u=student n=ansible | changed: [master-03]
2020-10-09 14:56:40,577 p=12382 u=student n=ansible |  ___________________________________________
< TASK [kubeadm1.19 : install k8s pre-reqs] >
 -------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:56:40,578 p=12382 u=student n=ansible | changed: [master-03]
2020-10-09 14:56:42,262 p=12382 u=student n=ansible |  ___________________________________
< TASK [kubeadm1.19 : Kubeadm init] >
 -----------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:56:42,264 p=12382 u=student n=ansible | fatal: [master-03]: FAILED! => {"changed": true, "cmd": ["kubeadm", "init", "--pod-network-cidr=192.168.0.0/16", "--cri-socket", "unix:///run/containerd/containerd.sock", "--ignore-preflight-errors=NumCPU", "--apiserver-cert-extra-sans", "bchd"], "delta": "0:00:00.871987", "end": "2020-10-09 14:56:42.147593", "msg": "non-zero return code", "rc": 1, "start": "2020-10-09 14:56:41.275606", "stderr": "W1009 14:56:41.825262    8843 configset.go:348] WARNING: kubeadm cannot validate component configs for API groups [kubelet.config.k8s.io kubeproxy.config.k8s.io]\nerror execution phase preflight: [preflight] Some fatal errors occurred:\n\t[ERROR Port-6443]: Port 6443 is in use\n\t[ERROR Port-10259]: Port 10259 is in use\n\t[ERROR Port-10257]: Port 10257 is in use\n\t[ERROR Port-2379]: Port 2379 is in use\n\t[ERROR Port-2380]: Port 2380 is in use\n\t[ERROR DirAvailable--var-lib-etcd]: /var/lib/etcd is not empty\n[preflight] If you know what you are doing, you can make a check non-fatal with `--ignore-preflight-errors=...`\nTo see the stack trace of this error execute with --v=5 or higher", "stderr_lines": ["W1009 14:56:41.825262    8843 configset.go:348] WARNING: kubeadm cannot validate component configs for API groups [kubelet.config.k8s.io kubeproxy.config.k8s.io]", "error execution phase preflight: [preflight] Some fatal errors occurred:", "\t[ERROR Port-6443]: Port 6443 is in use", "\t[ERROR Port-10259]: Port 10259 is in use", "\t[ERROR Port-10257]: Port 10257 is in use", "\t[ERROR Port-2379]: Port 2379 is in use", "\t[ERROR Port-2380]: Port 2380 is in use", "\t[ERROR DirAvailable--var-lib-etcd]: /var/lib/etcd is not empty", "[preflight] If you know what you are doing, you can make a check non-fatal with `--ignore-preflight-errors=...`", "To see the stack trace of this error execute with --v=5 or higher"], "stdout": "[init] Using Kubernetes version: v1.19.2\n[preflight] Running pre-flight checks", "stdout_lines": ["[init] Using Kubernetes version: v1.19.2", "[preflight] Running pre-flight checks"]}
2020-10-09 14:56:42,265 p=12382 u=student n=ansible | ...ignoring
2020-10-09 14:56:43,001 p=12382 u=student n=ansible |  ___________________________________________
< TASK [kubeadm1.19 : setup kubectl config] >
 -------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:56:43,003 p=12382 u=student n=ansible | changed: [master-03]
2020-10-09 14:56:43,812 p=12382 u=student n=ansible |  ___________________________________________
< TASK [kubeadm1.19 : setup kubectl config] >
 -------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:56:43,815 p=12382 u=student n=ansible | fatal: [master-03]: FAILED! => {"changed": true, "cmd": ["sudo", "cp", "/etc/kubernetes/admin.conf", "/home/student/.kube/config"], "delta": "0:00:00.015511", "end": "2020-10-09 14:56:43.720694", "msg": "non-zero return code", "rc": 1, "start": "2020-10-09 14:56:43.705183", "stderr": "cp: cannot stat '/etc/kubernetes/admin.conf': No such file or directory", "stderr_lines": ["cp: cannot stat '/etc/kubernetes/admin.conf': No such file or directory"], "stdout": "", "stdout_lines": []}
2020-10-09 14:56:45,883 p=12382 u=student n=ansible |  ________________________________________
< TASK [kubeadm1.19withNodes : template] >
 ----------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:56:45,886 p=12382 u=student n=ansible | changed: [node-01]
2020-10-09 14:56:46,275 p=12382 u=student n=ansible | changed: [bchd]
2020-10-09 14:56:46,637 p=12382 u=student n=ansible | changed: [node-02]
2020-10-09 14:56:47,069 p=12382 u=student n=ansible | changed: [node-03]
2020-10-09 14:57:30,920 p=12382 u=student n=ansible |  ____________________________________________________
< TASK [kubeadm1.19withNodes : install k8s pre-reqs] >
 ----------------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:57:30,921 p=12382 u=student n=ansible | changed: [bchd]
2020-10-09 14:57:57,142 p=12382 u=student n=ansible | changed: [node-01]
2020-10-09 14:58:04,036 p=12382 u=student n=ansible | changed: [node-02]
2020-10-09 14:58:04,597 p=12382 u=student n=ansible | changed: [node-03]
2020-10-09 14:58:11,023 p=12382 u=student n=ansible |  ____________________________________________
< TASK [kubeadm1.19withNodes : Kubeadm init] >
 --------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:58:11,025 p=12382 u=student n=ansible | fatal: [bchd]: FAILED! => {"changed": true, "cmd": ["kubeadm", "init", "--pod-network-cidr=192.168.0.0/16", "--cri-socket", "unix:///run/containerd/containerd.sock", "--ignore-preflight-errors=NumCPU", "--apiserver-cert-extra-sans", "bchd"], "delta": "0:00:05.760005", "end": "2020-10-09 14:58:10.922487", "msg": "non-zero return code", "rc": 1, "start": "2020-10-09 14:58:05.162482", "stderr": "W1009 14:58:10.658823   15469 configset.go:348] WARNING: kubeadm cannot validate component configs for API groups [kubelet.config.k8s.io kubeproxy.config.k8s.io]\nerror execution phase preflight: [preflight] Some fatal errors occurred:\n\t[ERROR Port-6443]: Port 6443 is in use\n[preflight] If you know what you are doing, you can make a check non-fatal with `--ignore-preflight-errors=...`\nTo see the stack trace of this error execute with --v=5 or higher", "stderr_lines": ["W1009 14:58:10.658823   15469 configset.go:348] WARNING: kubeadm cannot validate component configs for API groups [kubelet.config.k8s.io kubeproxy.config.k8s.io]", "error execution phase preflight: [preflight] Some fatal errors occurred:", "\t[ERROR Port-6443]: Port 6443 is in use", "[preflight] If you know what you are doing, you can make a check non-fatal with `--ignore-preflight-errors=...`", "To see the stack trace of this error execute with --v=5 or higher"], "stdout": "[init] Using Kubernetes version: v1.19.2\n[preflight] Running pre-flight checks", "stdout_lines": ["[init] Using Kubernetes version: v1.19.2", "[preflight] Running pre-flight checks"]}
2020-10-09 14:58:11,026 p=12382 u=student n=ansible | ...ignoring
2020-10-09 14:58:11,646 p=12382 u=student n=ansible |  ____________________________________________________
< TASK [kubeadm1.19withNodes : setup kubectl config] >
 ----------------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:58:11,648 p=12382 u=student n=ansible | changed: [bchd]
2020-10-09 14:58:12,322 p=12382 u=student n=ansible |  ____________________________________________________
< TASK [kubeadm1.19withNodes : setup kubectl config] >
 ----------------------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:58:12,325 p=12382 u=student n=ansible | fatal: [bchd]: FAILED! => {"changed": true, "cmd": ["sudo", "cp", "/etc/kubernetes/admin.conf", "/home/student/.kube/config"], "delta": "0:00:00.017243", "end": "2020-10-09 14:58:12.222042", "msg": "non-zero return code", "rc": 1, "start": "2020-10-09 14:58:12.204799", "stderr": "cp: cannot stat '/etc/kubernetes/admin.conf': No such file or directory", "stderr_lines": ["cp: cannot stat '/etc/kubernetes/admin.conf': No such file or directory"], "stdout": "", "stdout_lines": []}
2020-10-09 14:58:13,222 p=12382 u=student n=ansible |  ________________________________________
< TASK [kubeadm1.19withNodes : set_fact] >
 ----------------------------------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:58:13,223 p=12382 u=student n=ansible | fatal: [node-01]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible.vars.hostvars.HostVarsVars object' has no attribute 'kjoin'\n\nThe error appears to be in '/home/student/exam-setup/roles/kubeadm1.19withNodes/tasks/main.yml': line 41, column 3, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n\n- set_fact:\n  ^ here\n"}
2020-10-09 14:58:13,252 p=12382 u=student n=ansible | fatal: [node-03]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible.vars.hostvars.HostVarsVars object' has no attribute 'kjoin'\n\nThe error appears to be in '/home/student/exam-setup/roles/kubeadm1.19withNodes/tasks/main.yml': line 41, column 3, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n\n- set_fact:\n  ^ here\n"}
2020-10-09 14:58:13,255 p=12382 u=student n=ansible | fatal: [node-02]: FAILED! => {"msg": "The task includes an option with an undefined variable. The error was: 'ansible.vars.hostvars.HostVarsVars object' has no attribute 'kjoin'\n\nThe error appears to be in '/home/student/exam-setup/roles/kubeadm1.19withNodes/tasks/main.yml': line 41, column 3, but may\nbe elsewhere in the file depending on the exact syntax problem.\n\nThe offending line appears to be:\n\n\n- set_fact:\n  ^ here\n"}
2020-10-09 14:58:15,569 p=12382 u=student n=ansible |  ____________
< PLAY RECAP >
 ------------
        \   ^__^
         \  (oo)\_______
            (__)\       )\/\
                ||----w |
                ||     ||


2020-10-09 14:58:15,571 p=12382 u=student n=ansible | bchd                       : ok=10   changed=8    unreachable=0    failed=1    skipped=14   rescued=0    ignored=2   
2020-10-09 14:58:15,572 p=12382 u=student n=ansible | master-01                  : ok=6    changed=4    unreachable=0    failed=0    skipped=53   rescued=0    ignored=1   
2020-10-09 14:58:15,573 p=12382 u=student n=ansible | master-02                  : ok=10   changed=8    unreachable=0    failed=1    skipped=0    rescued=0    ignored=2   
2020-10-09 14:58:15,574 p=12382 u=student n=ansible | master-03                  : ok=10   changed=8    unreachable=0    failed=1    skipped=7    rescued=0    ignored=2   
2020-10-09 14:58:15,576 p=12382 u=student n=ansible | node-01                    : ok=8    changed=6    unreachable=0    failed=1    skipped=21   rescued=0    ignored=1   
2020-10-09 14:58:15,577 p=12382 u=student n=ansible | node-02                    : ok=8    changed=6    unreachable=0    failed=1    skipped=21   rescued=0    ignored=1   
2020-10-09 14:58:15,578 p=12382 u=student n=ansible | node-03                    : ok=8    changed=6    unreachable=0    failed=1    skipped=21   rescued=0    ignored=1   
